,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,day,year_month
0,e481f51cbdc54678b7cc49136f2d6af7,9ef432eb6251297304e76186b10a928d,delivered,2017-10-02 10:56:33,2017-10-02 11:07:15,2017-10-04 19:55:00,2017-10-10 21:25:13,2017-10-18 00:00:00,2017-10-02,2017-10
19,83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26 15:54:26,2017-10-26 16:08:14,2017-10-26 21:46:53,2017-11-08 22:22:00,2017-11-23 00:00:00,2017-10-26,2017-10
84,e4de6d53ecff736bc68804b0b6e9f635,9f6618c17568ac301465fe7ad056c674,delivered,2017-10-16 14:56:50,2017-10-17 03:49:34,2017-10-27 22:14:21,2017-11-08 21:25:24,2017-11-21 00:00:00,2017-10-16,2017-10
130,01855f880aae9a984c7c33b26fcf2e02,2e068340b3037f667ce3224bd59260af,delivered,2017-10-19 15:08:48,2017-10-19 15:35:35,2017-10-23 13:14:16,2017-10-24 15:57:46,2017-10-31 00:00:00,2017-10-19,2017-10
160,34276839abbc2d596eb36540d36c624c,6968ea6ff6368619de4d031a15d5c9a6,delivered,2017-10-04 23:02:21,2017-10-04 23:14:17,2017-10-05 18:37:19,2017-10-20 16:18:59,2017-11-09 00:00:00,2017-10-04,2017-10
261,c10ff28c81d0b9bd2a265bb0836c8b0c,05535d34af5324aaf6988e1d890a0d6e,delivered,2017-10-05 05:23:47,2017-10-05 06:21:20,2017-10-06 17:16:05,2017-10-09 18:32:38,2017-10-30 00:00:00,2017-10-05,2017-10
353,b7e4aca3e798d20643faacb681272a9c,be64f74b2773efd8d765f8417b65d276,delivered,2017-10-11 17:31:49,2017-10-11 17:46:20,2017-10-16 22:14:11,2017-10-25 20:21:43,2017-11-08 00:00:00,2017-10-11,2017-10
363,cf0ac4e12ad66c28302fc103670222fa,70ab5e994ea383619a19687837eedbbc,delivered,2017-10-25 13:32:46,2017-10-26 03:09:00,2017-10-26 20:42:31,2017-10-28 13:03:21,2017-11-07 00:00:00,2017-10-25,2017-10
366,2728209b1b0553533bce4afc52716b60,8e2e23cac1496c337274b16fb7d57886,delivered,2017-10-24 14:23:58,2017-10-26 02:56:19,2017-10-26 19:23:36,2017-11-01 19:18:41,2017-11-14 00:00:00,2017-10-24,2017-10
411,6de3383be650cfe96aed26171ad65c47,cae5d18352d2eb7396bd594c706f3624,delivered,2017-10-18 16:44:45,2017-10-18 16:56:50,2017-10-19 22:14:05,2017-10-27 20:48:58,2017-11-06 00:00:00,2017-10-18,2017-10
