,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,day,year_month
4,ad21c59c0840e6cb83a9ceb5573f8159,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,2018-02-13 21:18:39,2018-02-13 22:20:29,2018-02-14 19:46:34,2018-02-16 18:17:02,2018-02-26 00:00:00,2018-02-13,2018-02
22,2807d0e504d6d4894d41672727bc139f,72ae281627a6102d9b3718528b420f8a,delivered,2018-02-03 20:37:35,2018-02-03 20:50:22,2018-02-05 22:37:28,2018-02-08 16:13:46,2018-02-21 00:00:00,2018-02-03,2018-02
25,fbf9ac61453ac646ce8ad9783d7d0af6,3a874b4d4c4b6543206ff5d89287f0c3,delivered,2018-02-20 23:46:53,2018-02-22 02:30:46,2018-02-26 22:25:22,2018-03-21 22:03:54,2018-03-12 00:00:00,2018-02-20,2018-02
29,ecab90c9933c58908d3d6add7c6f5ae3,761df82feda9778854c6dafdaeb567e4,delivered,2018-02-25 13:50:30,2018-02-25 14:47:35,2018-02-26 22:28:50,2018-03-27 23:29:14,2018-04-13 00:00:00,2018-02-25,2018-02
33,d887b52c6516beb39e8cd44a5f8b60f7,d9ef95f98d8da3b492bb8c0447910498,delivered,2018-02-03 12:38:58,2018-02-03 12:50:30,2018-02-05 21:26:53,2018-02-22 00:07:55,2018-03-07 00:00:00,2018-02-03,2018-02
35,8563039e855156e48fccee4d611a3196,5f16605299d698660e0606f7eae2d2f9,delivered,2018-02-17 15:59:46,2018-02-17 16:15:34,2018-02-20 23:03:56,2018-03-20 00:59:25,2018-03-20 00:00:00,2018-02-17,2018-02
36,60550084e6b4c0cb89a87df1f3e5ebd9,f5458ddc3545711efa883dd7ae7c4497,delivered,2018-02-21 18:15:12,2018-02-23 02:10:52,2018-02-27 18:52:09,2018-03-13 23:58:43,2018-03-29 00:00:00,2018-02-21,2018-02
50,138849fd84dff2fb4ca70a0a34c4aa1c,9b18f3fc296990b97854e351334a32f6,delivered,2018-02-01 14:02:19,2018-02-03 02:53:07,2018-02-06 19:13:26,2018-02-14 13:41:59,2018-02-23 00:00:00,2018-02-01,2018-02
63,ccbabeb0b02433bd0fcbac46e70339f2,c77ee2d8ba1614a4d489a44166894938,delivered,2018-02-19 20:31:09,2018-02-21 06:15:25,2018-02-22 21:04:23,2018-03-09 22:22:25,2018-03-13 00:00:00,2018-02-19,2018-02
66,686541986ecfb7d9296eb67719973bf0,74805bc388861fa350ed2fade8444e0b,delivered,2018-02-10 13:26:59,2018-02-10 13:35:31,2018-02-14 20:47:38,2018-02-20 22:13:08,2018-03-12 00:00:00,2018-02-10,2018-02
72,6abaad69b8b349c3a529b4b91ce18e46,f5618502bee8eafdee72fb6955e2ebdf,delivered,2018-02-15 10:33:30,2018-02-15 10:47:59,2018-02-20 14:15:09,2018-02-24 19:15:56,2018-03-07 00:00:00,2018-02-15,2018-02
87,cadbb3657dac2dbbd5b84b12e7b78aad,93ada7a24817edda9f4ab998fa823d16,delivered,2018-02-27 12:55:42,2018-03-01 02:48:54,2018-03-03 02:27:03,2018-03-16 14:59:01,2018-03-29 00:00:00,2018-02-27,2018-02
105,66d03fb3c4b0f80b5db04ef9c260336d,c39bde0d4030d5e31e654f0c20db9786,delivered,2018-02-06 21:09:10,2018-02-06 21:29:40,2018-02-07 17:13:05,2018-02-16 20:24:42,2018-03-07 00:00:00,2018-02-06,2018-02
111,4da3bd761ca73d692ae0f5c252495546,65ee4aa816cda8ad41e05c75e1cb691e,delivered,2018-02-01 12:31:21,2018-02-01 12:54:33,2018-02-02 00:39:31,2018-02-02 16:12:53,2018-02-19 00:00:00,2018-02-01,2018-02
135,8eeda294fab8a5ed70259afb59a10ff8,6feea03756fd7ef4fb37d8f7e44aaeb9,delivered,2018-02-06 18:25:39,2018-02-07 02:35:40,2018-02-07 22:15:04,2018-02-14 19:07:41,2018-03-08 00:00:00,2018-02-06,2018-02
143,33a3edb84b9df4cb49546859b990ac6d,35ec6c1ca9e5844c5ca94214cce16dca,delivered,2018-02-21 17:15:49,2018-02-22 16:10:41,2018-02-23 22:42:43,2018-03-22 00:03:53,2018-03-16 00:00:00,2018-02-21,2018-02
152,1d067305b599c1e0dceb3864056ea527,0489975a325480c9e385e9f135bb13c3,delivered,2018-02-14 13:05:17,2018-02-14 13:15:38,2018-02-20 20:12:57,2018-03-09 21:52:36,2018-03-09 00:00:00,2018-02-14,2018-02
163,b2bd1f09c1b8a4a36940f6f6e49d5dec,8ed14e450a6268ec13f325e7c2eafeed,delivered,2018-02-02 16:15:41,2018-02-02 16:36:26,2018-02-06 01:28:26,2018-02-20 18:09:29,2018-03-07 00:00:00,2018-02-02,2018-02
178,ee990334acb0ff9333b01afa465f3006,a8331c35b57d8fe09e8df1c06509de29,delivered,2018-02-28 17:00:28,2018-03-02 02:10:55,2018-03-02 22:18:35,2018-03-22 10:18:36,2018-04-02 00:00:00,2018-02-28,2018-02
194,f61b61c2cbb4192ccaf9c2c76a4cc971,525125633cfc0f64d4a991240953f2b5,delivered,2018-02-28 21:27:43,2018-02-28 21:48:27,2018-03-07 01:38:40,2018-03-09 13:46:21,2018-03-13 00:00:00,2018-02-28,2018-02
204,f26f92a3da58e9c771820a7b4d9a6800,597950088114c1a9e2b27459051f40ff,delivered,2018-02-10 19:27:28,2018-02-10 19:35:32,2018-02-14 23:09:27,2018-02-19 15:07:08,2018-02-26 00:00:00,2018-02-10,2018-02
213,258f2e5dd769d9314b349f5650005dcc,148ecba880f508ca2d5b6744b6a7b6c5,delivered,2018-02-03 10:51:17,2018-02-03 11:10:37,2018-02-06 18:49:02,2018-02-23 20:59:12,2018-03-13 00:00:00,2018-02-03,2018-02
218,9ceb8ab5165cefecdddb546cb5a6362b,eb1c0e1ca3e17eccaefb7f0d4dc659b1,delivered,2018-02-05 17:27:54,2018-02-06 17:32:25,2018-02-07 23:34:48,2018-02-18 14:28:47,2018-03-06 00:00:00,2018-02-05,2018-02
234,93a21c10557cc1b1ecfe2c3a808c648a,45c9fcdb0cd88a5630cb4405c4d2e4a7,delivered,2018-02-27 10:05:56,2018-02-27 10:15:33,2018-03-01 20:39:44,2018-03-05 20:53:02,2018-03-22 00:00:00,2018-02-27,2018-02
249,cf8f7b73e35cb19ff895c2f45c1ded72,2d9cd6d6d59bfd360ba595e45d097409,delivered,2018-02-22 15:04:08,2018-02-23 07:08:17,2018-02-26 21:04:32,2018-02-28 21:09:14,2018-03-08 00:00:00,2018-02-22,2018-02
