,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,day,year_month
7,6514b8ad8028c9f2cc2374ded245783f,9bdf08b4b3b52b5526ff42d37d47f222,delivered,2017-05-16 13:10:30,2017-05-16 13:22:11,2017-05-22 10:07:46,2017-05-26 12:55:51,2017-06-07 00:00:00,2017-05-16,2017-05
10,e6ce16cb79ec1d90b1da9085a6118aeb,494dded5b201313c64ed7f100595b95c,delivered,2017-05-16 19:41:10,2017-05-16 19:50:18,2017-05-18 11:40:40,2017-05-29 11:18:31,2017-06-07 00:00:00,2017-05-16,2017-05
40,1e7aff52cdbb2451ace09d0f848c3699,ddaff536587109b89777e0353215e150,delivered,2017-05-19 18:53:40,2017-05-19 19:05:17,2017-05-22 10:16:07,2017-05-31 13:58:46,2017-06-12 00:00:00,2017-05-19,2017-05
45,6ebaec694d7025e2ad4a05dba887c032,4f28355e5c17a4a42d3ce2439a1d4501,delivered,2017-05-18 13:55:47,2017-05-18 14:05:17,2017-05-19 12:01:38,2017-05-29 12:47:20,2017-06-09 00:00:00,2017-05-18,2017-05
46,d17dc4a904426827ca80f2ccb3a6be56,569cf68214806a39acc0f39344aea67f,delivered,2017-05-14 20:28:25,2017-05-14 20:42:45,2017-05-16 08:17:46,2017-05-25 09:14:31,2017-06-12 00:00:00,2017-05-14,2017-05
82,10c320f977c6a18f91b2d14be13128c6,b673f0597cb0c4d12778f731045f361a,delivered,2017-05-09 20:48:59,2017-05-09 21:02:45,2017-05-10 11:22:15,2017-05-18 13:22:35,2017-06-01 00:00:00,2017-05-09,2017-05
101,e346cd9299371b18c0b28e8e29a5e376,fb9590a1e30e0ba8304ea73a31325797,delivered,2017-05-17 08:36:11,2017-05-17 08:45:09,2017-05-17 10:13:52,2017-05-23 13:32:30,2017-06-06 00:00:00,2017-05-17,2017-05
155,c3cb4c7c4b963ab08b07a5dca5baf05d,38ccd077e65d89b8a720be73bfaa9c6f,delivered,2017-05-15 16:29:03,2017-05-16 03:35:16,2017-05-17 09:24:51,2017-05-23 12:51:55,2017-06-08 00:00:00,2017-05-15,2017-05
162,36530871a5e80138db53bcfd8a104d90,4dafe3c841d2d6cc8a8b6d25b35704b9,shipped,2017-05-09 11:48:37,2017-05-11 11:45:14,2017-05-11 13:21:47,,2017-06-08 00:00:00,2017-05-09,2017-05
187,00571ded73b3c061925584feab0db425,3c628393675b42c6b5ef89461f68ecef,delivered,2017-05-18 20:59:24,2017-05-18 21:10:16,2017-05-22 15:50:30,2017-05-30 09:12:44,2017-06-12 00:00:00,2017-05-18,2017-05
316,c619ac0f9cdcfcebdfb9490451166da4,e5f6020aa61432f0dcb0fcda1c5113d9,delivered,2017-05-23 15:28:58,2017-05-24 15:35:20,2017-06-01 16:27:24,2017-06-12 16:48:13,2017-06-23 00:00:00,2017-05-23,2017-05
323,16c24987724018f73b746aacfbb5f8e8,ffdc2af7160aed3bad21cbc8ec68c0c5,delivered,2017-05-20 02:48:00,2017-05-23 03:50:25,2017-06-05 13:58:19,2017-06-16 16:52:02,2017-06-09 00:00:00,2017-05-20,2017-05
339,2f246ee329fce6932458bc7a10625d2a,45f9053fc8b24a6d5afa05b6d1b330ab,delivered,2017-05-26 18:35:51,2017-05-26 18:45:10,2017-05-29 09:37:28,2017-06-09 08:26:30,2017-06-28 00:00:00,2017-05-26,2017-05
357,6cc4eb51469dec50a6130fe1cd07b7f9,a207382f0f563c1f430ef732ade9d9ff,delivered,2017-05-08 12:22:44,2017-05-08 13:05:31,2017-05-09 08:22:23,2017-05-19 15:55:47,2017-05-19 00:00:00,2017-05-08,2017-05
371,9cf566da5a3277749dbd61fa060e8110,a4c79e8a9d9fcb82de5dddf33918fb47,delivered,2017-05-29 12:35:44,2017-05-29 13:05:34,2017-06-05 15:52:05,2017-06-12 13:28:32,2017-06-29 00:00:00,2017-05-29,2017-05
382,b7a4a9ecb1cd3ef6a3e36a48e200e3be,c3d8fc500d86b1c961ee144395c13a57,delivered,2017-05-19 18:13:54,2017-05-20 11:35:41,2017-05-30 12:43:50,2017-06-08 07:53:42,2017-06-16 00:00:00,2017-05-19,2017-05
402,b60b53ad0bb7dacacf2989fe27ad567a,2f9902d85fcd930227f711cf47012bdf,delivered,2017-05-10 14:03:27,2017-05-10 14:15:14,2017-05-11 16:25:53,2017-05-23 13:12:27,2017-05-18 00:00:00,2017-05-10,2017-05
418,b693d6c35867fa1937455e04f2547df2,eec909ab0da04f0d3e92f898c6994d37,delivered,2017-05-11 09:13:17,2017-05-11 09:25:21,2017-05-11 10:09:25,2017-05-16 09:42:08,2017-05-31 00:00:00,2017-05-11,2017-05
472,6e09e14cbfbf46215f17805edfb79aae,90d2e6f72916e728253129378a36fdcc,delivered,2017-05-21 21:10:35,2017-05-23 04:05:23,2017-05-24 14:29:37,2017-06-02 18:03:04,2017-06-14 00:00:00,2017-05-21,2017-05
486,f833a0260cb98fa615a517d4e4a8cdf3,6b74fa3521fe75edbeff9948022f13d1,delivered,2017-05-03 14:31:43,2017-05-03 14:42:38,2017-05-04 13:08:12,2017-05-10 11:34:12,2017-06-05 00:00:00,2017-05-03,2017-05
