,order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,day,year_month
59,2edfd6d1f0b4cd0db4bf37b1b224d855,241e78de29b3090cfa1b5d73a8130c72,delivered,2017-06-13 21:11:26,2017-06-15 03:05:45,2017-06-16 14:55:37,2017-06-19 18:51:28,2017-07-06 00:00:00,2017-06-13,2017-06
117,1c35ac660d7ef6691b25d20df3d6eccb,68c85132eb3b96fbe6cbddc09a568d24,delivered,2017-06-27 23:11:57,2017-06-27 23:35:09,2017-06-28 14:28:00,2017-06-29 10:16:35,2017-07-10 00:00:00,2017-06-27,2017-06
188,74ebfa44a323c96a7760bd693d690a3d,13fd7ce9f08449dec2533119379a2527,delivered,2017-06-16 00:22:49,2017-06-16 00:35:26,2017-06-16 15:37:52,2017-06-26 13:49:52,2017-07-18 00:00:00,2017-06-16,2017-06
193,5e99f3c445038a0709b2aea8e34ed593,243ee97e01766bf68c3e30f0fe572490,delivered,2017-06-25 19:30:09,2017-06-25 19:45:10,2017-06-26 18:41:35,2017-07-04 10:51:55,2017-07-14 00:00:00,2017-06-25,2017-06
208,a03ad7057fae696dd18f8967826c209f,7df71d1652cfba8b2a70cf665c960f74,delivered,2017-06-05 13:24:46,2017-06-07 19:42:11,2017-06-08 16:18:32,2017-06-16 14:04:09,2017-06-28 00:00:00,2017-06-05,2017-06
222,cbec453ddd874ca620b8afc6393e3218,0fc25a3451d81cfe409466e229afdbb0,delivered,2017-06-04 10:05:59,2017-06-04 10:22:32,2017-06-05 09:12:22,2017-06-12 17:45:34,2017-06-26 00:00:00,2017-06-04,2017-06
296,c26b94aa87e95d1c1eb1b592f43eb223,7aed8da5ae4e0e34226c47f3bf041956,delivered,2017-06-29 00:10:49,2017-06-29 00:23:33,2017-06-29 15:41:19,2017-07-10 17:36:56,2017-07-19 00:00:00,2017-06-29,2017-06
310,82daed31f80350ce51f518369a8d181c,d1240cdcdb9e6f08aa9a329bf1751c0e,delivered,2017-06-27 10:45:08,2017-06-27 11:04:48,2017-06-27 14:56:54,2017-06-29 16:45:36,2017-07-10 00:00:00,2017-06-27,2017-06
370,db5fdbee9ab29d55f24c329246e6fe51,3487bedbddf4797d7308d0aa43dcf30b,delivered,2017-06-17 13:16:44,2017-06-17 13:25:13,2017-06-19 12:49:33,2017-06-26 15:58:13,2017-07-11 00:00:00,2017-06-17,2017-06
388,4f7e398a1ddb1c349465b42b6865c60b,364fbe9334877bc7ca3da92913b2cdbf,delivered,2017-06-02 14:00:19,2017-06-02 14:42:50,2017-06-07 12:37:32,2017-06-12 17:38:13,2017-07-05 00:00:00,2017-06-02,2017-06
